x,y
24.54627,8.101045
24.54627,8.101045
24.54627,8.101045
24.54627,8.101045
24.54627,8.101045
24.54627,8.101045
24.81474,8.192543
24.81474,8.192543
24.81474,8.192543
24.81474,8.192543
24.81474,8.192543
24.98211,8.24912
24.98211,8.24912
24.98211,8.24912
25.0832,8.283056
25.0832,8.283056
25.0832,8.283056
25.0832,8.283056
25.0832,8.283056
25.25057,8.339634
25.25057,8.339634
25.25057,8.339634
25.25057,8.339634
25.25057,8.339634
25.25057,8.339634
25.25057,8.339634
25.25057,8.339634
25.51902,8.429162
25.51902,8.429162
25.51902,8.429162
25.51902,8.429162
25.51902,8.429162
25.51902,8.429162
25.51902,8.429162
25.51902,8.429162
25.78748,8.519676
25.78748,8.519676
25.78748,8.519676
25.78748,8.519676
25.78748,8.519676
25.95484,8.576253
25.95484,8.576253
25.95484,8.576253
25.95484,8.576253
25.95484,8.576253
25.95484,8.576253
25.95484,8.576253
25.95484,8.576253
26.22222,8.668752
26.22222,8.668752
26.22222,8.668752
26.22222,8.668752
26.22222,8.668752
26.3896,8.726314
26.3896,8.726314
26.3896,8.726314
26.48959,8.761252
26.48959,8.761252
26.48959,8.761252
26.48959,8.761252
26.48959,8.761252
26.65697,8.818813
26.65697,8.818813
26.65697,8.818813
26.65697,8.818813
26.65697,8.818813
26.65697,8.818813
26.65697,8.818813
26.65697,8.818813
26.92543,8.909327
26.92543,8.909327
26.92543,8.909327
26.92543,8.909327
26.92543,8.909327
26.92543,8.909327
26.92543,8.909327
26.92543,8.909327
27.21514,9.000506
27.21514,9.000506
27.21514,9.000506
27.21514,9.000506
27.21514,9.000506
27.21514,9.000506
27.21514,9.000506
27.21514,9.000506
27.50931,9.091618
27.50931,9.091618
27.50931,9.091618
27.50931,9.091618
27.50931,9.091618
27.69344,9.147943
27.69344,9.147943
27.69344,9.147943
27.69344,9.147943
27.69344,9.147943
27.69344,9.147943
27.69344,9.147943
27.69344,9.147943
27.97979,9.239172
27.97979,9.239172
27.97979,9.239172
27.97979,9.239172
27.97979,9.239172
27.97979,9.239172
27.97979,9.239172
27.97979,9.239172
28.25047,9.328667
28.25047,9.328667
28.25047,9.328667
28.25047,9.328667
28.25047,9.328667
28.25047,9.328667
28.25047,9.328667
28.25047,9.328667
28.52115,9.418162
28.52115,9.418162
28.52115,9.418162
28.52115,9.418162
28.52115,9.418162
28.52115,9.418162
28.52115,9.418162
28.52115,9.418162
28.79184,9.508642
28.79184,9.508642
28.79184,9.508642
28.79184,9.508642
28.79184,9.508642
28.96144,9.565186
28.96144,9.565186
28.96144,9.565186
28.96144,9.565186
28.96144,9.565186
28.96144,9.565186
28.96144,9.565186
28.96144,9.565186
29.23214,9.655665
29.23214,9.655665
29.23214,9.655665
29.23214,9.655665
29.23214,9.655665
29.23214,9.655665
29.23214,9.655665
29.23214,9.655665
29.50285,9.74713
29.50285,9.74713
29.50285,9.74713
29.50285,9.74713
29.50285,9.74713
29.50285,9.74713
29.50285,9.74713
29.50285,9.74713
29.77354,9.837609
29.77354,9.837609
29.77354,9.837609
29.77354,9.837609
29.77354,9.837609
29.94201,9.893185
29.94201,9.893185
29.94201,9.893185
30.04311,9.927121
30.04311,9.927121
30.04311,9.927121
30.04311,9.927121
30.04311,9.927121
30.21049,9.984683
30.21049,9.984683
30.21049,9.984683
30.21049,9.984683
30.21049,9.984683
30.21049,9.984683
30.21049,9.984683
30.21049,9.984683
30.47786,10.077182
30.47786,10.077182
30.47786,10.077182
30.47786,10.077182
30.47786,10.077182
30.47786,10.077182
30.47786,10.077182
30.47786,10.077182
30.74079,10.171718
30.74079,10.171718
30.74079,10.171718
30.74079,10.171718
30.74079,10.171718
30.74079,10.171718
30.74079,10.171718
30.74079,10.171718
31.00155,10.270226
31.00155,10.270226
31.00155,10.270226
31.00155,10.270226
31.00155,10.270226
31.00155,10.270226
31.00155,10.270226
31.00155,10.270226
31.26341,10.367732
31.26341,10.367732
31.26341,10.367732
31.26341,10.367732
31.26341,10.367732
31.43078,10.424309
31.43078,10.424309
31.43078,10.424309
31.52964,10.458279
31.52964,10.458279
31.52964,10.458279
31.52964,10.458279
31.52964,10.458279
31.69592,10.516842
31.69592,10.516842
31.69592,10.516842
31.69592,10.516842
31.69592,10.516842
31.69592,10.516842
31.69592,10.516842
31.69592,10.516842
31.96437,10.606371
31.96437,10.606371
31.96437,10.606371
31.96437,10.606371
31.96437,10.606371
31.96437,10.606371
31.96437,10.606371
31.96437,10.606371
32.23059,10.696918
32.23059,10.696918
32.23059,10.696918
32.23059,10.696918
32.23059,10.696918
32.39686,10.754496
32.39686,10.754496
32.39686,10.754496
32.39686,10.754496
32.39686,10.754496
32.39686,10.754496
32.39686,10.754496
32.39686,10.754496
32.66308,10.845043
32.66308,10.845043
32.66308,10.845043
32.66308,10.845043
32.66308,10.845043
32.66308,10.845043
32.66308,10.845043
32.66308,10.845043
32.92931,10.93559
32.92931,10.93559
32.92931,10.93559
32.92931,10.93559
32.92931,10.93559
32.92931,10.93559
32.92931,10.93559
32.92931,10.93559
33.19671,11.030058
33.19671,11.030058
33.19671,11.030058
33.19671,11.030058
33.19671,11.030058
33.36408,11.086635
33.36408,11.086635
33.36408,11.086635
33.46405,11.120588
33.46405,11.120588
33.46405,11.120588
33.46405,11.120588
33.46405,11.120588
33.63141,11.176181
33.63141,11.176181
33.63141,11.176181
33.63141,11.176181
33.63141,11.176181
33.63141,11.176181
33.63141,11.176181
33.63141,11.176181
33.90443,11.272535
33.90443,11.272535
33.90443,11.272535
33.90443,11.272535
33.90443,11.272535
33.90443,11.272535
33.90443,11.272535
33.90443,11.272535
34.18193,11.369806
34.18193,11.369806
34.18193,11.369806
34.18193,11.369806
34.18193,11.369806
34.18193,11.369806
34.18193,11.369806
34.18193,11.369806
34.45946,11.469047
34.45946,11.469047
34.45946,11.469047
34.45946,11.469047
34.45946,11.469047
34.63137,11.53048
34.63137,11.53048
34.63137,11.53048
34.63137,11.53048
34.63137,11.53048
34.63137,11.53048
34.63137,11.53048
34.63137,11.53048
34.90097,11.621961
34.90097,11.621961
34.90097,11.621961
34.90097,11.621961
34.90097,11.621961
34.90097,11.621961
34.90097,11.621961
34.90097,11.621961
35.16943,11.712474
35.16943,11.712474
35.16943,11.712474
35.16943,11.712474
35.16943,11.712474
35.16943,11.712474
35.16943,11.712474
35.16943,11.712474
35.43902,11.803955
35.43902,11.803955
35.43902,11.803955
35.43902,11.803955
35.43902,11.803955
35.43902,11.803955
35.43902,11.803955
35.43902,11.803955
35.70863,11.896421
35.70863,11.896421
35.70863,11.896421
35.70863,11.896421
35.70863,11.896421
35.876,11.952998
35.876,11.952998
35.876,11.952998
35.876,11.952998
35.876,11.952998
35.876,11.952998
35.876,11.952998
35.876,11.952998
36.1456,12.045463
36.1456,12.045463
36.1456,12.045463
36.1456,12.045463
36.1456,12.045463
36.1456,12.045463
36.1456,12.045463
36.1456,12.045463
36.41519,12.136944
36.41519,12.136944
36.41519,12.136944
36.41519,12.136944
36.41519,12.136944
36.41519,12.136944
36.41519,12.136944
36.41519,12.136944
36.68479,12.228426
36.68479,12.228426
36.68479,12.228426
36.68479,12.228426
36.68479,12.228426
36.8533,12.286955
36.8533,12.286955
36.8533,12.286955
36.95551,12.320874
36.95551,12.320874
36.95551,12.320874
36.95551,12.320874
36.95551,12.320874
37.12514,12.379387
37.12514,12.379387
37.12514,12.379387
37.12514,12.379387
37.12514,12.379387
37.12514,12.379387
37.12514,12.379387
37.12514,12.379387
37.40591,12.4707
37.40591,12.4707
37.40591,12.4707
37.40591,12.4707
37.40591,12.4707
37.40591,12.4707
37.40591,12.4707
37.40591,12.4707
37.68664,12.560044
37.68664,12.560044
37.68664,12.560044
37.68664,12.560044
37.68664,12.560044
37.86294,12.615502
37.86294,12.615502
37.86294,12.615502
37.96847,12.647402
37.96847,12.647402
37.96847,12.647402
37.96847,12.647402
37.96847,12.647402
38.14141,12.70291
38.14141,12.70291
38.14141,12.70291
38.24362,12.73683
38.24362,12.73683
38.24362,12.73683
38.24362,12.73683
38.24362,12.73683
38.41435,12.794341
38.41435,12.794341
38.41435,12.794341
38.41435,12.794341
38.41435,12.794341
38.41435,12.794341
38.41435,12.794341
38.41435,12.794341
38.6884,12.88477
38.6884,12.88477
38.6884,12.88477
38.6884,12.88477
38.6884,12.88477
38.6884,12.88477
38.6884,12.88477
38.6884,12.88477
38.96134,12.976201
38.96134,12.976201
38.96134,12.976201
38.96134,12.976201
38.96134,12.976201
38.96134,12.976201
38.96134,12.976201
38.96134,12.976201
39.23429,13.067631
39.23429,13.067631
39.23429,13.067631
39.23429,13.067631
39.23429,13.067631
39.40502,13.125143
39.40502,13.125143
39.40502,13.125143
39.40502,13.125143
39.40502,13.125143
39.40502,13.125143
39.40502,13.125143
39.40502,13.125143
39.6791,13.217541
39.6791,13.217541
39.6791,13.217541
39.6791,13.217541
39.6791,13.217541
39.6791,13.217541
39.6791,13.217541
39.6791,13.217541
39.95316,13.308955
39.95316,13.308955
39.95316,13.308955
39.95316,13.308955
39.95316,13.308955
39.95316,13.308955
39.95316,13.308955
39.95316,13.308955
40.22832,13.399367
40.22832,13.399367
40.22832,13.399367
40.22832,13.399367
40.22832,13.399367
40.22832,13.399367
40.22832,13.399367
40.22832,13.399367
40.5046,13.489763
40.5046,13.489763
40.5046,13.489763
40.5046,13.489763
40.5046,13.489763
40.67309,13.546323
40.67309,13.546323
40.67309,13.546323
40.77193,13.579308
40.77193,13.579308
40.77193,13.579308
40.77193,13.579308
40.77193,13.579308
40.93595,13.635936
40.93595,13.635936
40.93595,13.635936
40.93595,13.635936
40.93595,13.635936
40.93595,13.635936
40.93595,13.635936
40.93595,13.635936
41.19659,13.726566
41.19659,13.726566
41.19659,13.726566
41.19659,13.726566
41.19659,13.726566
41.19659,13.726566
41.19659,13.726566
41.19659,13.726566
41.46171,13.818114
41.46171,13.818114
41.46171,13.818114
41.46171,13.818114
41.46171,13.818114
41.46171,13.818114
41.46171,13.818114
41.46171,13.818114
41.73579,13.910513
41.73579,13.910513
41.73579,13.910513
